Index,Layout,Net Power (MW),Net Heat (MW),T_info
2267,GTH1TaAC-1H1aHE,-7.730451785350856,7.730451785351034,1
2268,GTH1TaAC-1aH1CE,-7.70443818937711,7.704438162914134,1
2269,GTH1TaAC-1aH1CHE,-7.726919879730399,7.726919858255592,1
2270,GTH1TaAC-1aH1E,-8.61254814774138,8.612548135634892,1
2271,GTH1TaACA-1A1aHE,-7.722748790088398,7.722748763656572,1
2272,GTH1TaACaH-1A1E,-7.667732188933963,7.66773218893395,1
2273,GTH1TaATCaH-1H1E,-7.715181662668347,7.715181662232742,0
2274,GTH1TaHTaAC-1H1E,-7.334783960942507,7.334783962680158,1
2275,GTH1aAC-1aHT1CHE,-7.841777942744192,7.841777942785453,1
2276,GTH1aATC-1H1HaHE,-7.632453410759984,7.632453410772573,0
2277,GTH1aTACAa-1HT1E,-8.679415723897064,8.679415724149603,1
2278,GTH1aTHTaAC-1A1HE,-7.803196841736859,7.803196841736891,1
2279,GTHAT1T1TaACaH-1E,-7.626768174642015,7.626768179225162,1
2280,GTHT1ACaHTa-1H1E,-7.308544756758001,7.308544760196906,1
2281,GTHT1TaAC-1H1aHE,-7.93448854536665,7.934488554574846,1
2282,GTHTaAC-1H1aH1E,-8.851762021520988,8.851762023873155,1
2283,GTHTaAC-1H1aH1HE,-8.329503159591997,8.329503168606095,1
2284,GTHTaAC-1T1H1aHE,-7.354722729084898,7.354722729084767,1
2285,GTHTaAC-1a1C1HE,-7.728273912751977,7.728273912751828,1
2286,GTHTaAC-1aC1H1HE,-8.63963259838138,8.639632600323974,1
2287,GTHTaAC-1aC1HTH1E,-8.858984302209922,8.858984303732425,1
2288,GTHTaAC-1aHT1H1E,-7.761726448885128,7.761726448885113,1
2289,GTHTaACACaHE,-8.803687215894044,8.803687215893984,1
2290,GTHTaACAa-1H1T1HE,-8.491741995502982,8.491741995502721,1
2291,GTHTaACTCHaHE,-7.835607639819691,7.835607639818616,1
2292,GTHTaACTaTHE,-7.649370197114039,7.649370197114389,1
2293,GTHTaATC-1aH1H1HE,-8.601369179677548,8.601369179531352,0
2294,GTHTaATCHaHE,-7.799474883838165,7.7994748838399985,0
2295,GTHTaTACAaE,-7.609060594882757,7.609060594883062,1
2296,GTHTaTACHaE,-7.900535347168755,7.9005353474035,1
2297,GTHTaTACTaE,-7.8337744352071335,7.833774441184867,1
2298,GTHTaTACTaHE,-7.855034184964031,7.855034189536895,1
2299,GTHTaTACaCE,-7.714588859081032,7.7145888640455755,1
2300,GTHTaTACaCHE,-7.785556498922317,7.785556502856228,1
2301,GTHaACATaE,-9.934301650274392,9.934301651527258,0
2302,GTHaACAaCHE,-8.721937608692732,8.72193760892155,1
2303,GTHaACHaCTHE,-7.698067857194451,7.698067857209082,1
2304,GTHaACaHTHE,-7.500186361894306,7.500186361932751,1
2305,GTHaH1TaAC-1H1E,-7.801356249088825,7.801356241981231,1
2306,GTHaHT1TaAC-1H1E,-7.774428935956126,7.774428924936846,1
2307,GTHaHT1TaAC-1H1HE,-7.779452644214284,7.779452650194638,1
2308,GTHaHTaAC-1H1H1E,-7.664226681418013,7.664226681418437,1
2309,GTHaTACAaHE,-9.611361076665707,9.611361078106892,1
2310,GTa-1AC1HC1aHE,-7.63210869878268,7.632108698782507,1
2311,GTa-1AT1A1ACaHE,-7.7508007050478485,7.75080077510164,1
2312,GTa-1H1H1TaACHE,-7.791575785932174,7.791575778857589,1
2313,GTa-1T1A1ACaHE,-7.6908124164774785,7.690812422811501,1
2314,GTa1H1HTaAC-1HE,-7.9353077837172545,7.935307783717114,1
2315,GTa1H1TACH-1aHE,-7.803828989464049,7.803828989852626,1
2316,GTa1HTaAC-1AC1HE,-7.766319651905089,7.76631965190541,1
2317,GTa1HTaAC-1H1CHE,-7.719298313491893,7.719298313491877,1
2318,GTa1HTaAC-1TH1CE,-7.317089699455064,7.317089699454058,1
2319,GTa1HTaACH-1A1E,-7.738589922562817,7.738589922562532,1
2320,GTa1HTaACT-1AC1CHE,-7.748432964061451,7.748432964061096,1
2321,GTa1T1HTaAC-1HE,-7.763162426257482,7.76316242625707,1
2322,GTa1T1HTaAC-1THE,-7.784268099641461,7.78426809964126,1
2323,GTa1TACaHT-1AC1HE,-7.475860546888671,7.475860553471491,1
2324,GTa1THTaAC-1H1HE,-7.861046952672438,7.861046952672746,1
2325,GTaAC-1A1CaH1THE,-7.56957622058613,7.569576220586344,1
2326,GTaAC-1A1H1TaHE,-8.598421547392505,8.598421547392766,1
2327,GTaAC-1A1HTaH1E,-7.8526645267175335,7.852664518510707,1
2328,GTaAC-1A1HTaH1HE,-7.880786734735727,7.880786734735552,1
2329,GTaAC-1A1T1HaHE,-7.915905253905743,7.91590525390539,1
2330,GTaAC-1A1THT1aHE,-7.863632418981132,7.863632418981373,1
2331,GTaAC-1AaH1C1HE,-8.30496034636414,8.304960346363977,1
2332,GTaAC-1C1A1aHE,-8.592071333239753,8.592071333239593,1
2333,GTaAC-1C1H1AaHE,-8.081726395787022,8.08172639578659,1
2334,GTaAC-1C1H1CaHE,-7.765516332687262,7.765516332643103,1
2335,GTaAC-1C1HaH1E,-7.7433854893369505,7.743385481732212,1
2336,GTaAC-1C1TaH1HE,-7.6180323204757325,7.618032320475951,1
2337,GTaAC-1C1aHTH1E,-7.756760227622621,7.756760227623015,1
2338,GTaAC-1CH1aH1E,-8.69134434835676,8.691344350826494,1
2339,GTaAC-1CHT1H1aHE,-7.842949292986154,7.842949292986102,1
2340,GTaAC-1H1A1AaHE,-8.336491852335735,8.33649185233603,1
2341,GTaAC-1H1ACa1HE,-8.38883033829971,8.388830338300343,1
2342,GTaAC-1H1CHaH1E,-7.540260402980689,7.540260404981196,1
2343,GTaAC-1H1CaHT1E,-7.756705683356303,7.756705683356412,1
2344,GTaAC-1H1H1CTHaHE,-7.649186680513094,7.6491866805133,1
2345,GTaAC-1H1HT1aHE,-7.7989782607698235,7.798978260769993,1
2346,GTaAC-1H1HTHTaH1E,-7.932324419536078,7.9323244125474615,1
2347,GTaAC-1H1HTa1HE,-7.7982418962726525,7.798241896272551,1
2348,GTaAC-1H1HTaH1HE,-7.804464994713215,7.804464994713657,1
2349,GTaAC-1H1T1HTaTHE,-7.84603752558583,7.846037525586486,1
2350,GTaAC-1H1T1TaHE,-7.720632860545749,7.720632860545725,1
2351,GTaAC-1H1TH1TaHE,-7.701928193379736,7.701928193379979,1
2352,GTaAC-1H1TaH1E,-8.624059624842895,8.624059624842513,1
2353,GTaAC-1H1TaH1HE,-7.741412334892622,7.741412334892403,1
2354,GTaAC-1H1TaHTH1E,-7.495900017209565,7.495900015850708,1
2355,GTaAC-1H1aH1THE,-7.884996022244124,7.884996052205648,1
2356,GTaAC-1HC1TaH1E,-7.383126230297106,7.3831262302970515,1
2357,GTaAC-1HCTH1aH1E,-7.3174736503439695,7.317473650242861,1
2358,GTaAC-1HT1C1aHE,-8.150678085279624,8.150678085279763,1
2359,GTaAC-1HT1H1ACaHE,-8.113717913393124,8.113717914048928,1
2360,GTaAC-1HT1H1TaHE,-7.840761298747065,7.840761298746687,1
2361,GTaAC-1HT1HTaH1E,-7.852152404718643,7.852152397956804,1
2362,GTaAC-1HT1aH1CE,-7.730264687310486,7.7302646873103305,1
2363,GTaAC-1HTA1H1aHE,-7.77667351474059,7.7766735147382615,1
2364,GTaAC-1HTaHT1H1E,-7.754027027984112,7.754027016160581,1
2365,GTaAC-1T1A1TAaHE,-8.87025276348941,8.870252763489127,1
2366,GTaAC-1T1AH1CaHE,-7.696590986666857,7.696590986664634,1
2367,GTaAC-1T1C1AaHE,-8.954041879832369,8.954041879832522,1
2368,GTaAC-1T1C1aHE,-7.691476688908998,7.691476688908737,1
2369,GTaAC-1T1CaH1HE,-7.534039957177803,7.534039957177862,1
2370,GTaAC-1T1H1CaHE,-7.680660563005053,7.680660563005082,1
2371,GTaAC-1T1HT1aHE,-7.966218110003089,7.966218110003188,1
2372,GTaAC-1T1T1aHE,-7.735681705969473,7.735681705969401,1
2373,GTaAC-1T1TAC1aHE,-7.738557155206246,7.738557155206248,1
2374,GTaAC-1T1TH1AaHE,-8.811828629120177,8.811828629119374,1
2375,GTaAC-1T1Ta1HE,-7.661013133540831,7.661013133540626,1
2376,GTaAC-1T1a1HE,-7.702999156414627,7.702999156414788,1
2377,GTaAC-1T1aH1HE,-7.620265233288174,7.620265233288322,1
2378,GTaAC-1TCH1H1aHE,-7.883339547712385,7.883339547712405,1
2379,GTaAC-1TH1H1aHE,-7.795334143729435,7.795334143729061,1
2380,GTaAC-1TH1aHC1E,-8.281208525570557,8.281208535728313,1
2381,GTaAC-1THaHT1HTH1E,-7.77913853443907,7.779138540464986,1
2382,GTaAC-1Ta1HT1HE,-8.83684782506689,8.83684782729248,1
2383,GTaAC-1TaH1CT1HE,-7.334298717851498,7.334298717850928,1
2384,GTaAC-1TaH1H1E,-8.657060992854381,8.657060978261224,1
2385,GTaAC-1a1H1CHE,-7.519591721388075,7.519591721388567,1
2386,GTaAC-1aH1CHT1E,-8.869525775348341,8.869525769870307,1
2387,GTaAC-1aH1H1E,-8.670349355570783,8.67034935796031,1
2388,GTaAC-1aH1TH1E,-8.364153924654518,8.364153922629814,1
2389,GTaAC-1aHT1C1HE,-7.705587632963622,7.705587632963747,1
2390,GTaAC-1aHT1HTH1E,-7.83618356028278,7.836183574335523,1
2391,GTaAC-1aT1H1HE,-7.475987303182727,7.475987303182535,1
2392,GTaAC1C-1H1HaHE,-7.815900527594779,7.815900527594656,1
2393,GTaAC1CTaH-1C1E,-7.299046737859227,7.2990467378596815,1
2394,GTaAC1CTaH-1T1E,-7.55555971524325,7.555559714985438,1
2395,GTaAC1Ca-1H1HE,-7.592874967498949,7.592874967503142,1
2396,GTaAC1H1TaHTC-1E,-7.651627625821076,7.6516276258211695,1
2397,GTaAC1aTC-1H1HE,-7.701293954314045,7.701293954314757,1
2398,GTaACA-1T1C1aHE,-9.091080923935587,9.091080923935511,0
2399,GTaACA1C1aHT-1E,-8.421881797648858,8.421881767183237,1
2400,GTaACAC-1aH1H1E,-8.484279417918168,8.484279403105845,1
2401,GTaACACHaCTHE,-7.9608933976564575,7.960893397657055,1
2402,GTaACACTCaHE,-7.736043813226405,7.7360438132252956,1
2403,GTaACAT1CaH-1H1E,-7.618646794574276,7.61864680851014,1
2404,GTaACATCaTHE,-7.835082988192408,7.835082977832794,1
2405,GTaACAaHCHE,-8.529272634027034,8.529272634027551,1
2406,GTaACAaHCTHE,-8.956400153529858,8.956400153530334,1
2407,GTaACAaHTCHE,-8.873579914413323,8.873579914412531,1
2408,GTaACAaTC-1H1H1HE,-9.303237807593792,9.303237839101012,1
2409,GTaACH-1aHC1H1HE,-7.79840512129233,7.798405121292382,1
2410,GTaACHa-1H1H1E,-7.789357314692944,7.78935730759579,1
2411,GTaACHa-1T1AC1HE,-7.636621838105703,7.636621838105988,1
2412,GTaACHaC-1HC1H1E,-7.954757107896233,7.95475709289851,1
2413,GTaACHaT-1H1H1E,-7.776254412556307,7.776254405026693,1
2414,GTaACHaTHTHE,-7.843232654251739,7.84323264060406,1
2415,GTaACT-1A1aH1HE,-7.69861464036686,7.6986146403667925,1
2416,GTaACT-1ACH1TaH1E,-7.58137619872629,7.581376198039629,1
2417,GTaACT-1AH1H1aHE,-7.762705105766723,7.76270510576671,1
2418,GTaACT-1C1A1aHE,-8.496079455935012,8.496079455934629,1
2419,GTaACT-1C1HaH1HE,-7.716461479728893,7.716461479728766,1
2420,GTaACT-1CT1aH1E,-7.703239646255701,7.70323963348455,1
2421,GTaACT-1H1H1TaHE,-7.201903730660945,7.201903730660975,1
2422,GTaACT-1H1H1aHE,-7.659155565876747,7.659155565876585,1
2423,GTaACT-1H1aH1CHE,-8.454751329585996,8.454751357463184,1
2424,GTaACT-1T1CH1aHE,-7.812964973700731,7.812965003623742,1
2425,GTaACT-1TaH1H1E,-8.682274107917916,8.682274110691528,1
2426,GTaACT-1aH1H1E,-7.8771892772646925,7.877189277264483,1
2427,GTaACT-1aH1T1HE,-7.513374948815348,7.51337493744091,1
2428,GTaACT-1aHT1H1E,-8.765092092026233,8.765092090524428,1
2429,GTaACTACTaHE,-7.65807038829565,7.658070388294738,1
2430,GTaACTATCaHE,-8.757887814459112,8.757887814458847,0
2431,GTaACTAaHCE,-8.278539762762433,8.278539762762621,1
2432,GTaACTAaTHE,-8.229227629226246,8.229227629225454,1
2433,GTaACTC-1aH1H1E,-7.902702948464672,7.90270293021087,1
2434,GTaACTHa-1H1H1HE,-7.809795925228492,7.809795925228101,1
2435,GTaACTaTCTHE,-7.3746112690626475,7.374611269062899,1
2436,GTaATAC-1a1H1HE,-8.725249320229544,8.725249331223202,1
2437,GTaATACAaCHE,-8.67555639652237,8.675556397642646,1
2438,GTaATACaCHE,-7.7238985054665585,7.723898505828339,1
2439,GTaATCAa-1H1H1E,-9.27860685004414,9.2786068666254,0
2440,GTaATCAa-1H1H1HE,-8.860961725428231,8.860961725427874,0
2441,GTaATCTAaHE,-8.904755991534463,8.90475599153348,1
2442,GTaATCTaHCHE,-7.519210438762227,7.519210438549585,0
2443,GTaATCaTCHE,-7.3162850146906075,7.316285014744771,0
2444,GTaCAC-1H1HTaH1E,-7.380776793279211,7.380776787243139,1
2445,GTaCAC-1T1A1HTaHE,-7.934245001071436,7.9342450012808925,1
2446,GTaCAC-1T1H1aHE,-8.141171199758817,8.141171200950074,1
2447,GTaCAC-1a1C1HE,-7.669904906490673,7.669904908523135,1
2448,GTaCACAC-1aH1H1E,-8.776591856694985,8.776591865321931,1
2449,GTaCTAC-1aH1C1HE,-7.679572851822,7.679572856675787,1
2450,GTaH1TaAC-1CH1E,-8.525352079416603,8.525352053504921,1
2451,GTaH1TaAC-1T1E,-7.15516597090145,7.155165970901978,1
2452,GTaH1TaAC-1TA1HE,-7.707644169141969,7.707644161360536,1
2453,GTaHAC-1H1aH1E,-7.379168499666098,7.379168490257919,1
2454,GTaHAC-1a1C1HE,-7.481610753945405,7.48161075394528,1
2455,GTaHAC-1a1H1HE,-7.2913998241746665,7.291399824174661,1
2456,GTaHAC-1aHT1H1E,-7.36043500591552,7.360434987665449,1
2457,GTaHAC1CaH-1TH1E,-7.205300724562781,7.205300724590838,1
2458,GTaHAC1TaHT-1AC1E,-7.307717721715536,7.307717721732229,1
2459,GTaHACAC-1aH1H1E,-7.434211403939737,7.434211394886669,1
2460,GTaHACHaHCE,-7.873202447487537,7.87320243939374,1
2461,GTaHACa-1H1H1E,-7.365986026904315,7.365986017362136,1
2462,GTaHACa-1HT1H1E,-7.367335692351685,7.367335672201357,1
2463,GTaHACa-1HTH1H1E,-7.384710202422232,7.384710195470817,1
2464,GTaHACaHTCE,-7.301219414295455,7.301219418629147,1
2465,GTaHACaHTCHE,-7.163814088753536,7.163814095474072,1
2466,GTaHATCHaHE,-7.772537845614231,7.7725378456483,0
2467,GTaHT1ACa-1H1HE,-7.329129167472542,7.329129168008923,1
2468,GTaHT1TaAC-1A1E,-7.644363059748562,7.644363059838247,1
2469,GTaHT1TaAC-1HA1HE,-7.752685955115807,7.752685955137517,1
2470,GTaHT1TaACAC-1H1E,-7.88049552608481,7.88049548138855,1
2471,GTaHT1TaACT-1CH1E,-7.634477234613904,7.634477212177683,1
2472,GTaHT1aAC-1C1HE,-7.729001301593573,7.7290013016052175,1
2473,GTaHT1aACTAC-1H1CE,-7.819065126577292,7.819065126132842,1
2474,GTaHTACACHaHE,-7.882396500367429,7.88239650049198,1
2475,GTaHTACa-1H1H1E,-7.524060681137828,7.5240606716988125,1
2476,GTaHTATCaCHE,-7.382582161113083,7.382582161359396,0
2477,GTaHTa1TAC-1H1HE,-7.6047586393813145,7.604758639788669,1
2478,GTaHTaAC-1C1CH1E,-7.779466879741093,7.779466879680019,1
2479,GTaHTaAC-1H1CH1E,-7.270981621570054,7.270981624019288,1
2480,GTaHTaAC-1T1HAT1HE,-7.611266006875924,7.611266006876211,1
2481,GTaHTaAC-1TH1A1E,-7.78307140407015,7.7830714040702285,1
2482,GTaHTaACHTCE,-7.924310240890964,7.924310215962626,1
2483,GTaHTaACTACHE,-7.900875147896266,7.900875147896536,1
2484,GTaHTaACTCE,-7.39671099420997,7.39671100900919,1
2485,GTaHTaCACE,-7.41066488191769,7.410664905581519,1
2486,GTaHTaTACACE,-8.356184939398045,8.356184835554703,1
2487,GTaT-1H1T1ACaHE,-7.774907423402728,7.774907434236519,1
2488,GTaTAC-1H1H1TaHE,-7.759426263993504,7.7594262641989,1
2489,GTaTAC-1H1HT1aHE,-7.676135144557986,7.676135144769281,1
2490,GTaTAC-1H1TaHT1E,-7.88653986328468,7.886539868647207,1
2491,GTaTAC-1a1C1HE,-7.7097103364549655,7.7097103428664155,1
2492,GTaTAC-1aH1CH1E,-7.742330723142145,7.742330726338338,1
2493,GTaTAC-1aH1H1THE,-8.725894523036356,8.725894526864264,1
2494,GTaTAC-1aHT1H1HE,-7.2067971851715,7.206797159837369,1
2495,GTaTAC1CaHT-1H1E,-7.582413376774842,7.582413486744222,1
2496,GTaTACACAaHE,-8.583775122116972,8.583775122118897,1
2497,GTaTACACHaCHE,-7.911486769975757,7.911486770101435,1
2498,GTaTACHCa-1H1H1E,-7.640784735206551,7.640784727374594,1
2499,GTaTACHaTCHE,-7.947666789404308,7.947666789760735,1
2500,GTaTACa-1H1H1E,-7.745481634203488,7.745481636976171,1
2501,GTaTACa-1HT1HAT1E,-7.544874336769806,7.5448743405153715,0
2502,GTaTATC-1aH1H1E,-8.60447321022555,8.604473217381063,0
2503,GTaTATCHTaHE,-7.783537393839339,7.783537394099556,0
2504,GTaTHACHaTHE,-8.076766017482063,8.076766017765406,1
2505,GTaTHTaACAE,-9.295753600555235,9.295753600556035,0
2506,GTaTHTaACHCHE,-7.6690600788312295,7.669060100203898,1
2507,GTaTHTaHACTCHE,-7.810838480810593,7.810838480811074,1
2508,Ga-1C1HTHaAC1HE,-7.634132093737508,7.634132093754563,1
2509,Ga1HTaAC-1A1CHTE,-7.888098513801424,7.8880985138018875,1
2510,Ga1HTaAC-1CTH1E,-7.558125945785361,7.558125945785664,1
2511,Ga1HTaAC-1HTACH1CE,-7.828345996080422,7.828345996080436,1
2512,Ga1HTaAC-1TC1HE,-7.78475931606536,7.7847593160652035,1
2513,Ga1HTaAC-1TC1THE,-7.880709244789475,7.880709244789448,1
2514,Ga1HTaACAC-1H1E,-8.774043638700334,8.774043645812657,1
2515,Ga1HTaACT-1AC1HE,-7.832303666483073,7.832303666482951,1
2516,Ga1HTaACTC-1A1CHE,-7.757445281652661,7.75744528157159,1
2517,Ga1TAC-1A1aHTE,-7.812456759594624,7.812456768255252,1
2518,Ga1THTaAC-1AC1HE,-7.812016099185222,7.812016099185366,1
2519,Ga1THTaAC-1H1HE,-7.806434735452866,7.806434735452998,1
2520,Ga1THTaAC-1T1HTE,-7.8201071067378765,7.820107106737781,1
2521,GaACT1AT1CaHT-1E,-7.515004916941823,7.51500491694101,0
2522,GaCHT1TaACAC-1H1HE,-7.864177409198817,7.8641773931437955,1
2523,GaCHTaACACHE,-7.929791714465406,7.929791714466151,1
2524,GaH1HTaAC-1ACH1E,-7.815920373566164,7.815920373566176,1
2525,GaH1HTaAC-1CH1HE,-7.761833229482852,7.7618332294827885,1
2526,GaH1HTaAC-1TCH1E,-8.61763312794312,8.617633130036593,1
2527,GaH1TaAC-1A1CHE,-7.742532175530318,7.742532173703257,1
2528,GaH1TaAC-1ACH1E,-8.421487444477338,8.42148743311568,1
2529,GaH1TaAC-1ACHT1HE,-7.786610611625998,7.786610604711637,1
2530,GaH1TaAC-1ATC1HE,-7.739741539202519,7.739741531129334,0
2531,GaH1TaAC-1H1ATE,-8.620750575481603,8.620750554147422,1
2532,GaH1TaAC-1H1TAE,-8.993394117803119,8.993394121221323,1
2533,GaH1TaAC-1HCH1E,-8.779510743186165,8.779510743186098,1
2534,GaH1TaAC-1HT1CE,-8.441872399871077,8.441872375516601,1
2535,GaH1TaAC-1T1HTHE,-7.744291077985425,7.744291069813572,1
2536,GaH1TaAC-1TC1HE,-7.733409939826047,7.733409931735955,1
2537,GaH1TaACAC-1H1E,-8.73890005967891,8.738900031477277,1
2538,GaH1TaACT-1HTH1E,-8.047909950700948,8.047909937682949,1
2539,GaHATCaHCHTE,-7.40854146040844,7.4085414604189435,0
2540,GaHCTaACHTE,-7.797547882093432,7.7975478836975025,1
2541,GaHCTaACTE,-7.447150811769485,7.447150807930373,1
2542,GaHT1CTaAC-1CH1E,-7.490809567046097,7.490809594291937,1
2543,GaHT1HTaAC-1C1HE,-7.63847904268851,7.638479042688459,1
2544,GaHT1HTaAC-1H1E,-7.7288771950810125,7.728877195081048,1
2545,GaHT1HTaACH-1H1E,-7.805862322582614,7.805862322583143,1
2546,GaHT1TaAC-1AC1HE,-7.725600682954091,7.7256006678349,1
2547,GaHT1TaAC-1C1HE,-7.739355808676405,7.739355793258734,1
2548,GaHT1TaAC-1HA1HE,-7.5977653201809785,7.59776532020478,1
2549,GaHT1TaAC-1HT1E,-8.437680825076017,8.437680831792415,1
2550,GaHT1TaAC-1TAC1HE,-7.749013146520717,7.749013146546979,1
2551,GaHT1TaAC-1TC1HE,-7.8219656840487595,7.8219656840603315,0
2552,GaHT1TaACA-1CH1E,-8.675459863425473,8.675459855288453,1
2553,GaHT1TaACT-1AC1HE,-7.818526839521984,7.818526839545589,1
2554,GaHT1TaACT-1H1E,-8.360882967254819,8.360882954753436,1
2555,GaHT1TaATC-1AH1E,-8.524450949058794,8.524450927593994,0
2556,GaHT1TaHAC-1H1E,-7.380550256679703,7.380550238076534,1
2557,GaHT1aAC-1C1HTE,-7.733875289423384,7.733875289434508,1
2558,GaHT1aAC-1H1E,-7.68410795470452,7.684107954744469,1
2559,GaHT1aAC-1HT1E,-7.6813566254417855,7.68135662548602,1
2560,GaHT1aAC-1TAC1HE,-7.710299410989372,7.710299411000948,1
2561,GaHT1aAC-1TAHCH1AE,-8.748973575646586,8.74897357591975,1
2562,GaHT1aAC-1TCH1E,-7.7268055520897745,7.726805552125901,1
2563,GaHT1aAC-1TH1E,-7.721773613056883,7.72177361248523,1
2564,GaHT1aAC-1THCH1E,-7.61710793850126,7.617107938543994,1
2565,GaHT1aACAC-1CH1E,-8.604388230796364,8.604388230966928,1
2566,GaHT1aATC-1A1THE,-7.6774226254454865,7.677422625474311,0
2567,GaHT1aATC-1HCH1E,-7.607547399716463,7.607547399627313,0
2568,GaHT1aTAC-1T1HE,-7.715542556706695,7.7155425567601625,1
2569,GaHTH1TaAC-1ACH1E,-7.86887943904805,7.86887943904804,1
2570,GaHTH1TaAC-1H1HE,-7.818309459754624,7.818309445147048,1
2571,GaHTH1TaACT-1AT1HE,-7.823821297191061,7.823821285779826,1
2572,GaHTH1aAC-1AC1HE,-7.653510921038279,7.6535109210572765,1
2573,GaHTHTaAC-1T1H1E,-7.826443260621173,7.826443237966839,1
2574,GaHTHTaATACE,-7.703298221312263,7.703298221312761,1
2575,GaHTHTaCACE,-7.89496184155818,7.894961844513193,1
2576,GaHTHTaHACTHE,-7.481137342383766,7.481137343282804,1
2577,GaHTHTaTACACHE,-7.8873744382866695,7.887374438508339,1
2578,GaHTHaACHCE,-7.615293585670851,7.61529358568744,1
2579,GaHTa1TAC-1CH1E,-7.7182433372162995,7.71824334393065,1
2580,GaHTa1TAC-1HCH1E,-7.516939677490702,7.516939683756821,1
2581,GaHTaAC-1AC1H1E,-7.800001713709748,7.80000171370966,1
2582,GaHTaAC-1C1H1HE,-7.8072581599940865,7.807258159993969,1
2583,GaHTaAC-1C1HT1E,-7.8617992787513735,7.861799278751041,1
2584,GaHTaAC-1CH1CH1E,-7.748303664854938,7.748303664855797,1
2585,GaHTaAC-1HC1HT1HE,-7.774333403044198,7.77433340304473,1
2586,GaHTaAC-1T1CH1E,-7.611770430232948,7.611770430232554,1
2587,GaHTaACACTHE,-7.823001804575533,7.823001890357896,1
2588,GaHTaACH-1H1CH1E,-7.818539212847058,7.818539212847266,1
2589,GaHTaACT-1H1H1HE,-7.756779957238115,7.756779957238238,1
2590,GaHTaATC-1H1H1E,-7.798662888735829,7.798662888684027,0
2591,GaHTaH1HTAC-1H1E,-7.172146480715627,7.172146481183458,1
2592,GaHTaH1TAC-1HA1HE,-7.84392487292677,7.843924873407937,1
2593,GaHTaHAC-1C1H1E,-7.195551627187979,7.195551627187889,1
2594,GaHTaHAC-1H1H1E,-7.860980814962165,7.8609808149621525,1
2595,GaHTaHTACACHE,-7.990262439460301,7.990262439721171,1
2596,GaHTaHTACTE,-7.457631980163931,7.457631980406124,1
2597,GaHTaTAC-1H1H1E,-7.807961508667642,7.807961508867003,1
2598,GaHTaTCACTHE,-7.771775892013776,7.771775892322309,1
2599,GaT1HTaAC-1H1CHE,-7.721174635920778,7.721174635921005,1
2600,GaTACTaHTCE,-7.196945916980855,7.1969459320511895,1
2601,GaTC1HTaAC-1HCH1E,-7.531069804148746,7.531069804149326,1
2602,GaTH1TaAC-1CH1HE,-7.716902984398866,7.716902983625129,1
2603,GaTH1TaAC-1H1E,-8.54264339916215,8.542643389154694,1
2604,GaTH1TaAC-1TCH1E,-8.24765251433417,8.247652505709157,1
2605,GaTH1TaACAC-1H1E,-8.773194728096438,8.773194728097016,1
2606,GaTH1TaACH-1H1E,-7.76560723449277,7.765607227003287,1
2607,GaTH1TaACT-1HCH1E,-7.868820902501378,7.868820902501371,1
2608,GaTH1aAC-1TH1AE,-9.591496250332384,9.59149625058645,1
2609,GaTHT1TaAC-1H1ACHE,-7.595839110558368,7.595839110579371,1
2610,GaTHT1TaACT-1H1E,-7.819885239576862,7.819885239669312,1
2611,GaTHT1aAC-1C1HE,-7.890140904385157,7.890140904397253,1
2612,GaTHT1aAC-1H1HE,-7.708402370939661,7.708402370951258,1
2613,GaTHT1aAC-1T1HE,-7.729940221330657,7.72994022133781,1
2614,GaTHT1aAC-1THTH1HE,-7.768678107638727,7.768678107653253,1
2615,GaTHTHTaACACAE,-9.648340375892593,9.648340390732193,1
2616,GaTHTHTaATCE,-7.665581938930481,7.6655819390195905,0
2617,GaTHTaAC-1T1H1E,-7.513781015573255,7.513781015572455,1
2618,GaTHTaAC-1THT1H1E,-7.898781317650028,7.8987813176498225,1
2619,GaTHTaATCACE,-8.360631368197732,8.360631368197716,0
2620,GaTHTaCACACE,-8.80876622740136,8.808766226458905,1
2621,GaTHTaHACHTE,-7.847389274424684,7.847389274424475,1
2622,GaTHTaHTACE,-7.491023851729852,7.491023851972055,1
2623,G-1A1TaHT1aACHE,-7.688168491999453,7.688168492010821,1
2624,G-1TaHT1A1ACaHE,-7.2472817342277756,7.247281734739125,1
2625,G-1aHTaTAC1CHT1E,-7.851984414190965,7.8519844158380705,1
2626,G-1aTHTaAC1TH1CHE,-7.824635400466501,7.824635400466174,1
2627,G1A1TaHTaAC-1CHE,-8.251205062625257,8.25120506262457,1
2628,G1ATH1TaAC-1HaHE,-7.847201947430171,7.847201944642994,0
2629,G1AaHTaAC-1T1HE,-8.87510579894585,8.875105798945933,1
2630,G1C1HTaACa-1HTE,-7.799885887193096,7.799885887192972,1
2631,G1C1HTaHTaAC-1HE,-7.9090176978792766,7.909017697879232,1
2632,G1C1THTaAC-1aHE,-7.681886736130195,7.681886736130044,1
2633,G1C1TaACT-1aHE,-7.683740050057592,7.683740050057504,1
2634,G1C1TaACaH-1TE,-7.648846790449769,7.648846749064002,1
2635,G1C1aHTaAC-1TCHE,-7.790621345214361,7.790621345214464,1
2636,G1C1aTHTaAC-1ACHE,-7.757009025775999,7.75700902577636,1
2637,G1CH1HTaAC-1aHE,-7.779015844698418,7.7790158446982725,1
2638,G1CHT1aACTa-1CTHE,-7.686266746178154,7.686266746199317,1
