Index,Layout,Net Power (MW),Net Heat (MW),T_info
919,GT1TaAC-1aHTH1E,-7.713218760881798,7.7132187608817855,1
920,GT1TaACA-1aH1HE,-8.55493696031535,8.554936944875468,1
921,GT1TaACAC-1aH1HE,-8.357523891349476,8.357523892293145,1
922,GT1TaACT-1A1aHE,-7.73093464040396,7.73093464040409,1
923,GT1TaACT-1aH1HE,-8.520208836716872,8.520208818487443,1
924,GT1TaACTa-1HAC1HE,-7.5444982410959724,7.544498248814575,1
925,GT1TaACTaH-1C1THE,-7.902114204414329,7.902114206993051,1
926,GT1TaACaH-1AC1E,-7.55188128299084,7.551881282991108,1
927,GT1TaACaH-1TH1E,-7.70057291570971,7.700572915709678,1
928,GT1TaHAC-1aH1HE,-7.236121601906052,7.236121602211721,1
929,GT1TaHTaAC-1A1HE,-7.753941177750352,7.75394117775058,1
930,GT1TaHTaAC-1AC1HE,-7.953359341209975,7.953359341210075,1
931,GT1TaHTaAC-1T1HE,-7.554745992222396,7.554745992222425,1
932,GT1a1HTaAC-1HE,-8.4476474122413,8.447647414120487,1
933,GT1aAC-1A1TaHE,-7.785683563622078,7.785683563661992,1
934,GT1aAC-1T1ACHaHE,-7.8777131133376965,7.877713114416841,1
935,GT1aAC-1T1CaHE,-7.770838085173266,7.770838086542241,1
936,GT1aAC-1T1aHE,-7.666316477355838,7.666316477391347,1
937,GT1aACA-1T1TaHE,-8.194591300639678,8.194591300796306,1
938,GT1aACTa-1AC1CHE,-7.593100377389378,7.593100377456885,1
939,GT1aACTa-1CH1HE,-7.524352070746506,7.524352070837673,1
940,GT1aACa-1CHTHT1HE,-7.628632432472327,7.62863243247341,1
941,GT1aACaH-1HT1CHE,-7.812485526763581,7.812485526964147,1
942,GT1aHTaAC-1C1HE,-8.250437149764917,8.250437149764613,1
943,GT1aHTaAC-1H1HE,-7.747656134731406,7.74765613473158,1
944,GT1aHTaAC-1H1THE,-7.7156758773672,7.715675877367355,1
945,GT1aHTaAC-1HC1HE,-7.624109198085573,7.624109198085736,1
946,GT1aHTaAC-1T1HE,-7.78753195318694,7.787531953187071,1
947,GT1aHTaACAC-1H1HE,-7.9005670011409785,7.900567007361985,1
948,GT1aTHTaAC-1A1HE,-7.736483238947366,7.736483238947753,1
949,GT1aTHTaAC-1AC1AE,-8.62386162671394,8.623861626713545,1
950,GT1aTHTaAC-1CH1E,-7.467413779618574,7.467413779618796,1
951,GT1aTHTaAC-1H1E,-7.996604940341758,7.996604940341405,1
952,GT1aTHTaAC-1H1HE,-7.635514619850554,7.635514619850241,1
953,GT1aTHTaATC-1HA1E,-7.849359205261027,7.8493592052604555,0
954,GTAC1T1ACaHT-1aE,-7.558566763459266,7.558566786293671,1
955,GTACACaTHaE,-9.564960515114677,9.564960516373128,1
956,GTACHaCHTaE,-6.991566805526875,6.9915668057727665,1
957,GTACHaHTaHE,-7.812439106317015,7.8124391065521355,1
958,GTACaTHCTaHE,-7.44791800723561,7.447917995876808,1
959,GTACaTHTaE,-7.70928300091748,7.709283003801614,1
960,GTC1aTHTaAC-1H1E,-7.799781003381469,7.799781003381644,1
961,GTCH1TaACT-1aH1E,-7.680935777896507,7.680935777896449,0
962,GTCHTaACHCaE,-7.896144446236569,7.896144487124782,1
963,GTCHTaACTaHE,-7.375603892031515,7.37560389011042,1
964,GTCHTaACaCHE,-7.749616854816251,7.7496168548169395,1
965,GTCHTaATCaHE,-7.814325362507741,7.8143253625067395,0
966,GTCHTaHAC-1H1aH1E,-7.152347909600686,7.152347909600679,1
967,GTCaACACHaHE,-7.978970043752862,7.978970043758597,1
968,GTCaACAaCHE,-9.092205753314566,9.092205753496842,1
969,GTCaACHCTaHE,-7.5447148283980585,7.544714828413781,1
970,GTCaATCaHE,-7.165213476581019,7.165213476589497,1
971,GTCaHACHaTHE,-7.940629149138338,7.940629149150524,1
972,GTCaHTHTaACHE,-7.606296784247021,7.6062967897725295,1
973,GTCaHTHaACHE,-7.830854826863096,7.830854826877858,1
974,GTCaHTaACACHE,-7.944859046867508,7.944859046868201,1
975,GTCaHTaACTCHE,-7.860168181431052,7.860168181431681,1
976,GTCaHTaTACHE,-7.732671162216956,7.732671162460573,1
977,GTH1ACaHTa-1TH1E,-7.351159040668132,7.351159043291371,1
978,GTH1CaTHTaAC-1H1E,-7.662572128533852,7.662572128533654,1
979,GTH1HTaACAa-1T1HE,-8.907223903295543,8.907223903003041,1
980,GTH1TaACTaH-1AC1E,-7.252239164794292,7.252239166409276,1
981,GTH1TaACaH-1C1HE,-7.771662704619853,7.7716627250022405,1
982,GTH1aTHTaAC-1H1E,-7.840543519761238,7.840543519761309,1
983,GTHAC-1H1H1aHTaE,-7.810633133262124,7.810633133471649,1
984,GTHCaCHTaACE,-7.903792235142527,7.9037922351424355,1
985,GTHT1AC1HaACa-1HE,-7.500362728973508,7.500362729106214,1
986,GTHTaAC-1Ha1HTH1E,-7.467182814055788,7.467182839160126,1
987,GTHTaAC-1a1H1HE,-7.77373167957598,7.773731679575689,1
988,GTHTaACAaHTHE,-9.17818883786788,9.17818882706507,1
989,GTHTaACHCHaHE,-7.325882584640144,7.325882584656771,1
990,GTHTaACHTCaHE,-7.75423242065371,7.754232424554735,1
991,GTHTaACHTaHE,-7.943136800988605,7.943136800988484,1
992,GTHTaACTCaHE,-7.880724143260046,7.880724137821317,1
993,GTHTaACTaHCHE,-7.771094819563081,7.771094819563388,1
994,GTHTaACaCE,-7.373483202389098,7.373483202389102,1
995,GTHTaACaTHE,-7.7739218425046746,7.773921842504501,1
996,GTHTaATCAaHE,-7.75631778946329,7.756317789464269,0
997,GTHTaATCHaCHE,-7.790536930508636,7.790536930442363,0
998,GTHTaHACa-1H1H1E,-7.4040755353358865,7.404075535336003,1
999,GTHTaHATCaHE,-7.407563609291696,7.4075636092905475,0
1000,GTHTaHTACaCHE,-7.500659474664064,7.500659474914301,1
1001,GTHTaHTaACTHE,-7.5896384847856275,7.589638484785851,1
1002,GTHTaTAC-1aH1H1CE,-7.745369378318805,7.745369393849432,1
1003,GTHTaTAC-1aH1H1E,-7.658159758930202,7.658159761590243,1
1004,GTHaACAaHCE,-9.454046284109413,9.454046284354478,1
1005,GTHaACAaTHE,-9.413918168845626,9.41391816923125,1
1006,GTHaACHTaCHE,-7.06741246978341,7.067412469795235,1
1007,GTHaACHTaHE,-7.449920734171805,7.449920734193485,1
1008,GTHaAT1CaHT-1H1HE,-7.151642898018809,7.15164289812457,0
1009,GTHaHTaACACE,-8.057915956524024,8.057915956524457,1
1010,GTa-1A1H1HTaACHE,-7.829297130583406,7.829297130582963,1
1011,GTa-1A1T1ACaHE,-7.734185356935663,7.734185365164016,1
1012,GTa-1C1HT1ACaHE,-7.546241784304032,7.546241784868051,1
1013,GTa-1H1T1ACaHE,-7.753436011616342,7.753436018660166,1
1014,GTa1ATC-1A1CaHE,-7.703810239102611,7.703810249129634,1
1015,GTa1ATC-1TH1aHCHE,-7.883670760424612,7.883670763886407,0
1016,GTa1ATCT-1A1HaHE,-7.809349923936487,7.809349924148478,0
1017,GTa1HTaA-1CT1CHE,-7.786356925343366,7.786356925343547,1
1018,GTa1HTaAC-1H1E,-8.48933587819166,8.489335878191415,1
1019,GTa1HTaAC-1T1CTHE,-7.805659184665175,7.805659184664749,1
1020,GTa1HTaAC-1TCH1E,-8.976247754958003,8.976247757147684,1
1021,GTa1T1TAC-1CHaHE,-7.839373137153284,7.839373137571744,1
1022,GTaAC-1A1aTHTC1E,-7.7674444349826555,7.7674444354693035,1
1023,GTaAC-1C1H1aHE,-7.876875283361095,7.876875283360861,1
1024,GTaAC-1C1HTa1HE,-7.9833348140536655,7.983334814053465,1
1025,GTaAC-1C1aH1CHE,-7.504089360149684,7.504089360149864,1
1026,GTaAC-1CH1TaH1E,-7.619408474587671,7.619408477721795,1
1027,GTaAC-1H1AC1aHE,-7.79837746946551,7.798377469465401,1
1028,GTaAC-1H1C1aHE,-8.144911035401368,8.144911035400893,1
1029,GTaAC-1H1H1HaTHE,-7.793119186179553,7.793119186179668,1
1030,GTaAC-1H1H1TaHE,-7.801579608623257,7.801579608623515,1
1031,GTaAC-1H1H1aCHE,-7.671200899845015,7.671200899844971,1
1032,GTaAC-1H1TA1CaHE,-7.852869417305978,7.852869417109959,1
1033,GTaAC-1H1THTC1aHE,-7.5737733667436355,7.573773382492159,1
1034,GTaAC-1H1THTaH1E,-7.929315531055083,7.929315522059411,1
1035,GTaAC-1H1aH1HE,-7.797612171075834,7.79761217107556,1
1036,GTaAC-1HTaH1H1E,-7.762309483165289,7.7623094755224695,1
1037,GTaAC-1HTaH1HTH1E,-7.877629743251684,7.877629736543696,1
1038,GTaAC-1T1TH1aHE,-7.677776190945614,7.6777761909457185,1
1039,GTaAC-1T1aH1E,-7.630460100955192,7.6304600818384065,1
1040,GTaAC-1T1aHT1E,-7.724059501157682,7.724059501240168,1
1041,GTaAC-1TaC1H1HE,-8.763819381824867,8.763819383917484,1
1042,GTaAC-1TaHT1TH1HE,-7.382183245801682,7.382183224202122,1
1043,GTaAC-1a1H1THE,-8.778765228005923,8.77876522983984,1
1044,GTaAC-1aCH1H1E,-8.583199481812745,8.583199483915537,1
1045,GTaAC-1aH1H1HE,-8.738528578363095,8.738528580425777,1
1046,GTaAC1CaH-1HT1E,-7.584352444854224,7.58435244478713,1
1047,GTaAC1THaH-1C1E,-7.708040488926196,7.708040488854267,1
1048,GTaAC1TaHT-1CT1E,-7.854852713639057,7.854852693253368,1
1049,GTaACA-1TaH1H1E,-8.428178856375013,8.428178856374558,0
1050,GTaACA-1aHC1H1HE,-7.851118782786973,7.851118760837931,1
1051,GTaACA1CTaH-1H1E,-7.604221467198425,7.604221494931352,1
1052,GTaACAC-1a1H1CHE,-8.623510110500611,8.623510160783555,1
1053,GTaACACAaHE,-8.35616386123275,8.356163861232957,1
1054,GTaACACHTaHE,-7.925047017866278,7.925047017866526,1
1055,GTaACACHaTHE,-7.888744967765845,7.888744967765685,1
1056,GTaACACTHaCHE,-7.940676340863941,7.940676340863351,1
1057,GTaACACaCTHE,-7.657248229486374,7.657248229486306,1
1058,GTaACACaHCE,-8.853606868120645,8.853606868120544,1
1059,GTaACACaHCHE,-7.827209701398567,7.827209718549218,1
1060,GTaACACaHTHE,-8.868187522832573,8.868187522832356,1
1061,GTaACATCHaHE,-7.717063045401569,7.717063045894083,0
1062,GTaACATaCTHE,-9.10963063669381,9.109630636694144,0
1063,GTaACAaTHCE,-8.387473951666195,8.387473925521588,1
1064,GTaACH1Ca-1HT1HE,-7.759653107504182,7.759653107504591,1
1065,GTaACHTaCTHE,-7.9357138894916215,7.935713889491763,1
1066,GTaACHaCHTHE,-7.811481951722823,7.811481951722633,1
1067,GTaACHaHCHE,-7.809103917768438,7.809103917768512,1
1068,GTaACHaTHCE,-7.594295562193991,7.594295569254291,1
1069,GTaACT-1AC1H1aHE,-8.854912044689929,8.854912044690412,1
1070,GTaACT-1HaH1H1E,-7.811205699495495,7.811205692443881,1
1071,GTaACT-1a1C1HE,-7.678106840098187,7.678106840098277,1
1072,GTaACT-1aH1HTHT1HE,-7.804958958894071,7.804958958876874,1
1073,GTaACT-1aHT1TH1E,-7.753341617747811,7.753341617842957,1
1074,GTaACT1CaH-1HT1E,-7.381808266582689,7.381808266655624,1
1075,GTaACTACaHE,-8.022478306870237,8.022478301963076,1
1076,GTaACTC-1A1H1aHE,-8.73270173761347,8.732701737613459,1
1077,GTaACTCAaCTHE,-9.212265556176897,9.212265547496438,1
1078,GTaACTCHTaHE,-7.6503450285442005,7.650345028543994,1
1079,GTaACTCHaCTHE,-7.792964403697332,7.7929644036974945,1
1080,GTaACTCaHCHE,-7.492294952080293,7.49229495207547,1
1081,GTaACTHCTaHE,-7.846510119497833,7.846510119498104,1
1082,GTaACTaCHE,-7.646350286058906,7.646350286059253,1
1083,GTaACTaCTCHE,-7.725355435717628,7.725355435717441,1
1084,GTaACTaCTHE,-7.798144694613736,7.798144694614377,1
1085,GTaACTaHTCHE,-7.788020006809767,7.7880200192230795,1
1086,GTaACaC-1H1H1E,-7.710368585838316,7.710368585838761,1
1087,GTaACaCHTHE,-7.760000028385512,7.760000028385565,1
1088,GTaACaHTCHE,-7.795714042838238,7.795714042838547,1
1089,GTaAT1T1ACaC-1HE,-7.368409449778376,7.368409449778765,0
1090,GTaATACaTHE,-7.646595103565144,7.646595103558112,1
1091,GTaATC-1HCH1aH1E,-8.614454481302705,8.614454452788316,0
1092,GTaATC-1T1TaH1E,-7.681907516513928,7.681907516078849,0
1093,GTaATCACHaHE,-7.845671267676679,7.845671450216722,0
1094,GTaATCACaCHE,-7.836825435673844,7.836825449870452,1
1095,GTaATCATaHE,-8.73091032576328,8.73091032576201,0
1096,GTaATCAaCTHE,-8.631385736956767,8.631385736957032,0
1097,GTaATCHa-1HT1H1E,-7.777809831707164,7.777809816744588,0
1098,GTaATCHaCHE,-7.791832464225987,7.791832464228138,0
1099,GTaATCHaTCHE,-7.801712707881201,7.801712699174054,0
1100,GTaC-1H1T1ACaHE,-7.580936776564646,7.58093678790589,1
1101,GTaC1T1AC-1aHE,-7.213830975697175,7.213831018090615,1
1102,GTaCACACaHE,-8.603162438832419,8.60316243877574,1
1103,GTaCACACaTHE,-9.06269133650245,9.062691374699451,1
1104,GTaCACT-1aH1CH1E,-7.641476868284201,7.641476856692355,1
1105,GTaCACaHE,-7.704263912095588,7.704263914288025,1
1106,GTaCATCHaCHE,-7.6876920035028675,7.687692077686831,0
1107,GTaCATCTaHE,-8.919323835953534,8.919323835952778,0
1108,GTaCATCaCHE,-7.720232344756069,7.72023234703435,0
1109,GTaCHTaACACHE,-7.8165201981582495,7.816520289049339,1
1110,GTaCTACACaHE,-8.8239887815436,8.823988781543996,1
1111,GTaCTHTaACE,-7.700877393888833,7.70087739388901,1
1112,GTaCTHTaACTHE,-7.803181133386623,7.803181133386959,1
1113,GTaH1HTaAC-1AC1HE,-7.383682021451487,7.383682003990602,1
1114,GTaH1TaAC-1CH1HE,-7.310626812205447,7.310626803660613,1
1115,GTaH1TaAC-1H1E,-8.461059602564234,8.46105960256404,1
1116,GTaH1TaAC-1H1HE,-7.8222539705359955,7.822253962801229,1
1117,GTaH1TaAC-1HCH1E,-7.706229150714928,7.70622912412421,1
1118,GTaH1TaAC-1TCH1E,-7.79463255521263,7.794632567520745,0
1119,GTaH1TaACAC-1H1E,-8.788978289582877,8.788978285610247,1
1120,GTaH1TaACT-1H1HE,-7.813345450107632,7.8133454489415435,1
1121,GTaHAC1H1TaCH-1E,-7.3010752183003875,7.301075218300361,1
1122,GTaHACHaHTHE,-7.837709817740213,7.837709817756303,1
1123,GTaHACTaCTHE,-7.355532605674239,7.355532605674174,1
1124,GTaHACaHTHE,-7.405901870886893,7.405901870887019,1
1125,GTaHATCHaTHE,-7.7601659070907685,7.760165907062612,0
1126,GTaHT1ACaT-1AHC1HE,-7.3457772866649345,7.345777287135675,1
1127,GTaHT1CaAC-1H1E,-7.492556329224076,7.492556329321808,1
1128,GTaHT1TaAC-1H1HE,-7.7451838801886455,7.74518386565537,1
1129,GTaHT1aAC-1H1CHE,-7.708035821247488,7.708035821259938,1
1130,GTaHT1aAC-1T1HE,-7.737649091633261,7.737649091644134,1
1131,GTaHTACaCTHE,-7.378628994319947,7.37862899456083,1
1132,GTaHTACaHTHE,-7.485504091393979,7.485504091641967,1
1133,GTaHTCTaACTHE,-7.943966949954202,7.943966953859743,1
1134,GTaHTHTaAC-1H1H1E,-7.29413586957939,7.2941358697577785,1
1135,GTaHTHTaACACE,-7.875907473618427,7.875907474765755,1
1136,GTaHTaAC-1H1H1E,-7.84568347201034,7.845683472010274,1
1137,GTaHTaAC1HTHC-1H1E,-7.789375968168908,7.789375968169354,1
1138,GTaHTaACHTHE,-7.886636182091366,7.88663618209121,1
1139,GTaHTaHACTCHE,-7.067931574392658,7.067931608652745,0
1140,GTaHTaHTACHE,-7.80566207307802,7.805662073291577,1
1141,GTaHTaHTHACHE,-7.666965744195442,7.666965744467266,1
1142,GTaT1AC1ACa-1HE,-7.5799847512049485,7.57998476057066,1
1143,GTaTAC-1C1H1aHE,-7.390456775535998,7.390456784105931,1
1144,GTaTAC-1H1H1aHE,-7.672564399515845,7.672564399704404,1
1145,GTaTAC-1H1aHT1E,-7.77749832560619,7.777498341776781,1
1146,GTaTAC-1a1A1HE,-7.679232354326866,7.679232357359338,1
1147,GTaTAC1aHC-1T1E,-7.749514590098582,7.749514593534656,1
1148,GTaTACACaHCE,-8.585764218457847,8.585764153811686,1
1149,GTaTACAaCTHE,-8.756873257758453,8.756873257920452,1
1150,GTaTACAaHCHE,-7.799684272916097,7.799684272915956,1
1151,GTaTACAaHTHE,-8.227968943201738,8.2279689432015,1
1152,GTaTACHCTaHE,-7.423148088369243,7.423148088842269,1
1153,GTaTACHCaTHE,-7.610252099984279,7.610252100328635,1
1154,GTaTACHTaTHE,-7.795978825963085,7.795978826182764,1
1155,GTaTACHa-1H1H1E,-7.876435286213743,7.876435278873704,1
1156,GTaTACHaHCHE,-7.784422406935739,7.784422407132674,1
1157,GTaTACTATaHE,-8.186240189322193,8.186240141400818,0
1158,GTaTACTHTaHE,-7.731971657949711,7.731971658194169,1
1159,GTaTACTaHCHE,-7.315029005878965,7.315029011953004,1
1160,GTaTACTaHTHE,-7.426360309606755,7.426360308153078,1
1161,GTaTCACAaHE,-8.868042051442737,8.868042050258998,1
1162,GTaTHACaC-1H1H1E,-7.444312072241551,7.4443120650321655,1
1163,GTaTHACaCHE,-7.447794053076653,7.447794055642556,1
1164,GTaTHATCaHE,-7.403440842962347,7.403440845778174,0
1165,GTaTHCTaACHE,-7.70753037288069,7.7075303661654555,1
1166,GTaTHT1aAC-1T1HE,-7.7351512213872615,7.735151220711305,1
1167,GTaTHTHTaACTCHE,-7.928699313222321,7.928699332200114,0
1168,GTaTHTaAC-1H1H1E,-7.823813939659584,7.82381393965973,1
1169,GTaTHTaACACE,-7.575556664493602,7.575556664856792,1
1170,GTaTHTaACHCE,-7.831549724231325,7.831549724231224,1
1171,GTaTHTaACHTHE,-7.439226938065863,7.439226938066266,1
1172,Ga1HTaAC-1A1CHE,-7.903767221538529,7.903767221538946,1
1173,Ga1HTaACAC-1H1HE,-7.924332732899757,7.924332732900754,1
1174,Ga1HTaACT-1CA1HE,-7.783816093814876,7.7838160938151555,1
1175,Ga1T1ATC-1aHTE,-7.673533150076845,7.673533153015826,0
1176,Ga1TATCaHCHT-1A1E,-7.4650939670542495,7.465093981161427,0
1177,Ga1THTaAC-1A1CHE,-7.815339302005571,7.815339302005905,1
1178,GaACTaHCHTE,-7.802425532807414,7.802425532807123,1
1179,GaCHT1TaAC-1H1E,-7.8835295088833925,7.883529508883476,1
1180,GaCHTaATCHE,-7.788775570020901,7.788775570022449,0
1181,GaCHTaTACHE,-7.712112547028378,7.712112547232587,1
1182,GaCTHTaAC-1C1H1E,-7.86288650004159,7.862886500042185,1
1183,GaH1TaAC-1AC1HE,-7.7234900344223725,7.723490026537001,1
1184,GaH1TaAC-1H1THE,-7.930382623584214,7.930382617084916,1
1185,GaH1TaAC-1T1THE,-7.506824658653499,7.506824660565019,1
1186,GaH1TaACHTAC-1H1E,-8.546921903790503,8.54692190258687,1
1187,GaH1TaHTACH-1H1E,-7.879548693736695,7.879548686305549,1
1188,GaHCTHTaACHE,-7.830076351859601,7.830076351859149,1
1189,GaHCTaACTCE,-7.687761647958527,7.687761619982619,1
1190,GaHT1C1aAC-1HE,-7.743684583506139,7.743684583517585,1
1191,GaHT1CTaAC-1A1HE,-7.73640472213871,7.736404726719953,1
1192,GaHT1CTaAC-1T1CHE,-7.735087903745146,7.735087910832658,1
1193,GaHT1TaAC-1H1CHE,-7.747442597756317,7.7474425978653025,1
1194,GaHT1TaAC-1H1E,-7.726141207666923,7.726141207666945,1
1195,GaHT1TaAC-1H1HE,-7.816203487137085,7.8162034737772945,1
1196,GaHT1TaAC-1HA1CE,-7.704460575279416,7.704460575375367,1
1197,GaHT1aAC-1H1HE,-7.721468659683911,7.72146865969538,1
1198,GaHT1aACHT-1AC1E,-7.785155233214819,7.785155233226929,1
1199,GaHT1aHTACT-1H1E,-7.42144673597398,7.421446736241434,1
1200,GaHT1aTAC-1H1E,-7.7936098729720555,7.7936098765853306,1
1201,GaHTCaACHE,-7.545205952060245,7.5452059520851895,1
1202,GaHTH1TaAC-1C1CHE,-7.820254244676648,7.820254238377519,1
1203,GaHTH1TaAC-1H1E,-7.809142360455588,7.809142360456009,1
1204,GaHTH1TaAC-1T1HE,-7.75900247324327,7.759002465978675,1
1205,GaHTHTCaACHE,-7.7222499965084355,7.722250001140945,1
1206,GaHTHTaACACE,-7.93751386987927,7.937513869879056,1
1207,GaHTHTaACHCE,-7.637812677899918,7.637812678006142,1
1208,GaHTHTaCACAE,-9.112244617810369,9.112244619421638,1
1209,GaHTHTaHACHE,-7.747213948329788,7.747213925450262,1
1210,GaHTHTaTACHE,-7.786123436095162,7.786123436320871,1
1211,GaHTHaAC-1T1H1E,-7.392714037379784,7.392714037445876,1
1212,GaHTa1TACT-1CH1E,-7.786088945817357,7.786088954137444,1
1213,GaHTaAC-1ACH1H1E,-7.787664465286547,7.787664465286843,1
1214,GaHTaAC-1AT1H1E,-8.014479988862918,8.014479988863028,1
1215,GaHTaAC-1H1H1E,-7.793030980002871,7.793030980003022,1
1216,GaHTaAC-1HC1H1E,-7.939571775339477,7.939571775339648,1
1217,GaHTaACACE,-8.618131367512126,8.618131367512214,1
1218,GaHTaACTCE,-7.737833954134255,7.737833954134241,1
1219,GaHTaACTCHTE,-7.830642157927747,7.830642157916673,1
1220,GaHTaATCHCE,-7.840215132602212,7.840215132618956,0
1221,GaHTaATCHTE,-7.799002700064376,7.799002700137038,0
1222,GaHTaCACTHE,-7.681655836082017,7.681655836250153,1
1223,GaHTaHACHCE,-7.98385515371295,7.983855153712656,1
1224,GaHTaHTACTHE,-7.62071088740066,7.620710887605078,1
1225,GaHTaTACHCHE,-7.30785087705916,7.307850877726093,1
1226,GaHTaTACTHE,-7.876238655684704,7.876238655901443,1
1227,GaTACaTHTE,-7.503475153646191,7.503475156758998,1
1228,GaTCHTaACHE,-7.635055525341823,7.635055574796893,1
1229,GaTH1TaAC-1AC1HE,-7.742853560842495,7.742853552912168,1
1230,GaTHT1aAC-1T1CHE,-7.775976932919381,7.775976932918686,1
1231,GaTHTHTaACHE,-7.832619876205103,7.83261986585477,1
1232,GaTHTa1TAC-1H1ATE,-8.351103359729063,8.351103359731074,0
1233,GaTHTa1TAC-1T1HE,-7.829651785627401,7.829651786087077,1
1234,GaTHTaAC-1H1H1E,-7.91717960501248,7.917179605012573,1
1235,GaTHTaAC1CH-1H1E,-7.75843069141387,7.758430691414625,1
1236,GaTHTaACHCTHE,-7.660338993939292,7.6603389786489045,1
1237,GaTHTaACHTCE,-7.794473223498527,7.794473223498643,1
1238,GaTHTaATCHE,-7.7808550221693,7.780855022171635,0
1239,GaTHTaCACHE,-7.7239717668776064,7.72397176255725,1
1240,GaTHTaHACHE,-7.960553120442897,7.9605531204428335,1
1241,GaTHTaHACTHE,-7.813370689499872,7.813370689499769,1
1242,GaTHTaTAC-1H1H1E,-7.899545562985467,7.899545563207861,1
1243,G-1T1CaHT1TaACHE,-7.822707223871986,7.822707224042747,1
1244,G-1T1TH1TaACaHE,-7.884136266469814,7.884136266470067,1
1245,G1ATaHTaAC-1AC1HE,-8.866836207796394,8.866836207796192,0
1246,G1AaTHTaACT-1A1CHE,-8.437444226485233,8.437444226485031,1
1247,G1C1HTaACTAC-1aHE,-7.747014174767959,7.7470141747678145,1
1248,G1C1TaHTaAC-1HE,-7.767818460451155,7.767818460450984,1
1249,G1C1TaHTaAC-1TCHE,-7.469277681845523,7.469277681847187,0
1250,G1C1aTHTaAC-1HE,-7.434857110168945,7.43485711016849,1
1251,G1CH1TaAC-1aHE,-7.7981473858674955,7.798147385867324,1
1252,G1CaHTaAC-1H1CTHE,-7.697193181083144,7.697193181083105,1
1253,G1CaHTaAC-1T1CTHE,-7.7075467287553865,7.707546728755072,1
1254,G1CaTHTaAC-1TAC1HE,-7.628525778176069,7.628525778172091,1
1255,G1H1HTaACaH-1ACTE,-7.705567365462711,7.705567365463018,1
1256,G1H1TaAC-1aHE,-8.625241806286901,8.62524180628721,1
1257,G1H1TaACaH-1ACE,-7.67278764416093,7.672787644160666,1
1258,G1H1TaACaHT-1HE,-7.797058200370897,7.797058200371019,1
1259,G1H1TaATC-1AaHE,-8.411761932017685,8.411761932018255,0
1260,G1H1TaHTaAC-1HE,-7.798265295047442,7.79826529504735,1
1261,G1H1TaHTaACH-1TE,-7.835449156341419,7.835449156341471,1
1262,G1H1TaTAC-1aHE,-8.019323565273343,8.019323553676307,1
1263,G1H1TaTACaC-1HE,-7.416496392229829,7.416496403576594,1
1264,G1HTHaAC-1T1aHE,-7.610374604570475,7.610374604645051,1
1265,G1HTaAC-1H1TaHE,-7.780475246749746,7.780475246749848,1
1266,G1HTaAC-1TaHT1AE,-7.704872507721076,7.704872507721268,1
1267,G1HTaAC-1a1CHTE,-8.420718508979585,8.420718510304939,1
1268,G1HTaAC-1aH1CACE,-7.844312150682997,7.844312150683306,1
1269,G1HTaAC-1aH1HTHE,-7.841597344682503,7.841597344682194,1
1270,G1HTaAC-1aH1TAE,-7.713111237184047,7.7131112371840365,1
1271,G1HTaAC-1aHT1CHE,-7.710019814141272,7.710019814141438,1
1272,G1HTaACACTa-1A1CHE,-7.681614326802075,7.681614333849456,1
1273,G1HTaACHa-1T1HE,-7.741200075025069,7.741200075025358,1
1274,G1HTaACT-1C1aHTE,-7.728843800525454,7.728843800525248,1
1275,G1HTaACTa-1H1HE,-7.801645255142987,7.801645255143042,1
1276,G1HTaACTaC-1H1THE,-7.53080155434362,7.530801554343771,1
1277,G1HTaACTaH-1T1HE,-7.7940160871319755,7.794016087131612,1
1278,G1HTaACa-1H1CHE,-7.7727580470954925,7.772758047095939,1
1279,G1HTaACa-1H1HTE,-7.800917297574394,7.800917297574382,1
1280,G1HTaACa-1H1THE,-7.827984505355871,7.82798450535569,1
1281,G1HTaACaH-1T1HE,-7.759199832736712,7.759199832736697,1
1282,G1HTaHTaAC-1H1ACHE,-7.5264952425849945,7.526495242584947,1
1283,G1HTaHTaAC-1T1THE,-7.87020080496477,7.870200804965142,1
1284,G1HTaTAC-1aH1HE,-7.771347975615037,7.771347979351318,1
1285,G1T1HTaACTaH-1HE,-7.818989644951166,7.81898964495137,1
1286,G1T1TaAC-1ACaHE,-7.949151548561999,7.949151532015383,1
1287,G1T1TaAC-1TaHE,-7.657462014859505,7.657462014859665,1
1288,G1T1TaAC-1aHTHE,-7.6653831053465975,7.665383105346676,1
1289,G1T1TaACaHT-1ACE,-7.702689791597342,7.702689798229195,1
1290,G1TA1TaAC-1ACaHE,-8.617084135077818,8.617084121033674,1
1291,G1TACaHTa-1A1CHE,-7.314924248987088,7.314924246967234,1
1292,G1TH1TaAC-1aHE,-8.625900956367094,8.625900951997831,1
1293,G1THTaAC-1aH1CHE,-7.688681014605193,7.688681014605191,1
1294,G1THTaACaH-1C1HE,-7.7856762420660335,7.785676240956206,1
1295,G1Ta1HTaAC-1HTE,-8.339651762009805,8.339651776336323,1
1296,G1TaAC-1C1CaHE,-7.60940172658195,7.609401721746277,1
1297,G1TaAC-1CaHT1THE,-8.620525513664104,8.620525520065486,1
1298,G1TaAC-1H1CaHE,-8.009957258789687,8.009957275170597,1
1299,G1TaAC-1H1TaHE,-8.046492505616124,8.046492534919258,1
1300,G1TaAC-1H1aTHE,-7.746762981819184,7.746762953653079,1
1301,G1TaAC-1T1HCaHE,-7.721694149130794,7.721694140257273,1
